Op	InType	OutType	Template	DesignStat	DPD	TWDFR
div_by_1048576	signed32	signed32	sync	impl	5,235	-0,315
div_by_1048576	signed64	signed64	sync	impl	5,393	-0,102
dotnet_shift_left_by_21	unsigned64	unsigned64	sync	impl	0,810	-0,085
dotnet_shift_left_by_21	signed64	signed64	sync	impl	0,810	-0,085
dotnet_shift_right_by_21	unsigned64	unsigned64	sync	impl	0,787	-0,098
dotnet_shift_right_by_21	signed64	signed64	sync	impl	1,571	-0,042
dotnet_shift_left_by_21	unsigned32	unsigned32	sync	impl	0,802	-0,071
dotnet_shift_left_by_21	signed32	signed32	sync	impl	0,802	-0,071
dotnet_shift_right_by_21	unsigned32	unsigned32	sync	impl	0,802	-0,071
dotnet_shift_right_by_21	signed32	signed32	sync	impl	1,560	-0,057
mul_by_2097152	unsigned32	unsigned32	sync	impl	0,802	-0,071
